service_id,service_date,service_duration,service_comment,service_cashed_price,service_is_voucher,service_client_id_id,service_massage_id_id
2994,2020-10-08,137,bAKEYôiCFVìô7Rd$êSAixyv4eìfOàóqw1nNòâ*lpHks&Qg3hû4,75,f,670,9
2995,2019-05-10,90,btàúNNo3HjAhGàlèéWhc&n5*9Mäï7@JeRvFp0QûMulmksìâòCc,89.01,f,525,22
2996,2023-02-12,83,HIFNht5ûqp*GL%òtgZ#&í@BZT6MkkOîeJïHc7ó7K*ûCäNáäúj$,81.33,t,600,29
2997,2021-08-20,114,O4xd$wg4EsräStOúoîmóä%toe94âsRêUûüzTVèiüHítLöóQy^&,172,f,527,8
2998,2022-11-15,54,JnWT5lD4o$N0zeeHWöDàBë1E1xmB$óGZúîc57êôü^hPëITgucN,126,t,536,16
2999,2021-12-11,177,pQp8yM1X$NXRèuCPSó2têû^HûiàB@#8Ar3&â0zK9^0Z3òúE2UD,117.87,t,582,30
3000,2023-12-11,121,$gNûHResaLDEBK1p2à@l%CH@à%dWO$ûN&VòKJ4hKcyFrEw3áKG,147,f,518,9
3001,2022-12-07,41,YìoThRmAVA%3RMfXäfütFGïaqNyámZàw@sûVWTîC7DjL3OUZLi,104,t,41,3
3002,2020-07-11,101,a28%yYeèKw0Sv3KEr^ää*Nú#î9ísTs$1Q4â&QâUûxFSVè5wûíA,174.03,t,746,12
3003,2022-09-28,38,cr%ö5ë#ZxZöótà3cu4xAôjwy^ìô7#doESAiaböhêòf7àúqüeà6,177.54,f,611,14
3004,2019-06-17,44,0íàDìbpïIXYVûy9Fl76QWêNk@xëLPeKSäúGô11ûüuânYtHfHâQ,127.81,t,185,15
3005,2020-09-28,128,NIb%ìYSìvDûTú3uîá&éäjèCSTQYs4*f10LRWHe4ràFJöEMàûAY,119.1,f,722,22
3006,2020-08-05,65,ûotCìäl2tâh%ásiàBQRPX^2&e0zJQUGd3qúEIïDLúg*WAuXqoT,150.5,t,497,15
3007,2021-12-15,80,fY@^é9AXR5LijMêcIäGb6í6I&ôAòLûûíh@TéóeC@ïbNYlzhSKL,182.58,t,55,22
3008,2020-06-09,131,íCGëBJíf&V*sWomR3P8&ï*SHòó1VreïrDîtöoMDhkXlv9rîïöä,101.21,t,109,8
3009,2019-06-11,123,Sôp3lXOPMV$0%cEwHNSEbHoíZGäYJéeVU&sVo9R2P8&ëWRHìí0,134,t,515,1
3010,2020-08-14,134,âX0ûyahIh0qE*ì3îPIîl#ûJZulSW5Xéaî@IJHPju7ësrBHM&äv,171,t,160,10
3011,2022-03-30,141,XelpbBeO4xd$wg4EsräStOúoîmóä%toe94âsRêUûüzTVèiüHít,189,t,905,2
3012,2019-03-08,107,UíàgD#ücPâm0iTLMJS9EQüBAîKPBöElhWDìVGôbSR$$ël6èzú4,97,t,491,30
3013,2023-05-23,127,$Dvjvûgf6%A3ôjëP15X08PéwCxaEëû*k^qxYxA6UPiDüáZü2Kb,111,f,790,17
3014,2021-04-08,101,FGDM3r3ì$n&EJ#è&fXQ%éP*XäLL6iMe0HsFy5íMI^ôYrLhrk4@,67.67,f,967,7
3015,2022-07-03,78,4Lô**uuYìoThRmAVA%3RMfXäfütFGïaqNyámZàw@sûVWTîC7Dj,161,t,369,20
3016,2023-04-01,46,%êWpJfpj38Rhk0A8äwLa7xfQáéôìMANt&^YûúVsB5eTXmSâdvO,197.65,t,392,25
3017,2022-08-03,122,OvûéNcáQòlîêFzîv*Y9W&FdôYOüû7êx81EJúz2BSJn^ôsI&xód,182.68,t,196,21
3018,2020-03-30,149,üìmsAèòk0rZg$ôqgóAPQNW%1%cyxIOTFb1píCGëBJíf&V*sWom,59,f,304,23
3019,2020-06-03,81,òD*lè1kûs@ggûû5CY0RyWh2hdìytP4FPJîmnHJâuó$W6*éaî@2,139.56,t,785,13
3020,2023-10-03,116,bSlôcmfzLèegwULptáë3AzàîôâúJVípSRöêéRoV2yòTiìWasóó,111,f,892,23
3021,2022-04-29,98,vvZòpUiSnBüBVKëNgYëgauGáöbrOFknâèy#táWXUôDPêkMLòVâ,141,f,673,6
3022,2020-08-05,91,XZps8á*d4ïi&L@còûìaUIV1ûFéìïô0é%meáudól3aüXAa%RëKû,134.44,t,387,7
3023,2020-01-31,141,IQ8CPïA*âJO*ëDjgVBàUEîaQP##ûj5àxó3RèRNCóîvòmwp9VXo,87.57,f,80,13
3024,2021-04-03,69,eBMZ4KIàëbí3NAqáúyûèpjâdDEet^ü7ö%âzêaàvì5dw6zCáky0,120.45,t,662,6
3025,2020-05-10,173,Uq1u^Cîsv#LCg7WlB8qêëïädXLY4JIúëaé3M*pûóxôèp6ZcâDd,147,t,511,9
3026,2023-08-31,79,óYjeAè8un7Tü9o4îTx1ò2#I7öoomuRôäEâZgnrdDôQ6bf^ai60,69.57,t,334,14
3027,2019-10-07,177,LöóQy^&$Dvjvûgf6%A3ôjëP15X08PéwCxaEëû*k^qxYxA6UPiD,111,t,206,26
3028,2022-09-29,66,SòSOEúûxänxr#XZps8á*d4ïi&L@còûìaUIV1ûFéìïô0é%meáud,80,f,981,3
3029,2019-04-23,101,âë@1úìFòcqöJZâXáz#Gm87SYôOl#yïMQfLTïèHá22éawêpZuIg,61.1,f,908,28
3030,2022-09-29,174,òìQ@ò6KúDíJQoûúZkfBì9C$PUa@%MôUyIû3TJ8üpqnvëûëFêâh,157.28,f,324,30
3031,2023-08-11,97,L3OUZLiOvûéNcáQòlîêFzîv*Y9W&FdôYOüû7êx81EJúz2BSJn^,168.76,f,123,25
3032,2020-02-12,163,èP9ì53óCéIPnPóYjeAè8un7Tü9o4îTx1ò2#I7öoomuRôäEâZgn,107,t,249,21
3033,2023-05-12,103,eckûSá#QPëdhò@TGwèä4àöw%éjíKkGEgUeâí5ígë1wSkJ$5Ièr,147,t,405,7
3034,2023-12-02,149,R3P8&ï*SHòó1VreïrDîtöoMDhkXlv9rîïöäeBMZ4KIàëbí3NAq,108,t,849,22
3035,2019-04-05,108,309jïjSsòv16sRváE%uM$wDV88mú9ûg4ü2elN95vJEï8íïèlq&,54.67,f,554,18
3036,2023-09-24,91,MMn1Gi&gEújúáUgb^m4^7Kûä68IcQuEnyOîKsklirèZèAaVdjo,133,f,246,6
3037,2019-09-04,137,MjPwsíOdéRûmôîGGhwAc@a*ôeûZPaä8gy92Fóà03CïKo&itJXF,169.28,t,37,25
3038,2020-04-23,90,QXvbëérmIü*JCWêhADTàê5Pb@âQ&gwxu2dèdMóíovzlLèY^jnF,118.11,t,26,12
3039,2023-01-10,92,q6û^c3äg%K9aìòàüTHTzîDáèëêyá$kdôtcék2ööW&ü#QûIìOVu,130,f,123,25
3040,2021-09-20,168,*ûá9$fqGUCkcdaiôûh9ìèsbfè8äEBnò2mëu#ihéé6EZ2ëGc6K7,163,f,376,28
3041,2020-05-01,97,*^üNïTâyâüúupLdC5yBûkDz*òû8$e%FTBjz0x5îûgPèàry2oOû,140.21,t,375,9
3042,2023-10-06,45,ëtUUv9OqGoMï&ïqg#jFu$F&Sc1^*QkbJMw6WàS0stqzülxIih8,122,t,571,14
3043,2019-08-05,99,üáZü2Kbâë@1úìFòcqöJZâXáz#Gm87SYôOl#yïMQfLTïèHá22éa,116.16,f,563,20
3044,2022-10-07,79,ól3aüXAa%RëKûQXvbëérmIü*JCWêhADTàê5Pb@âQ&gwxu2dèdM,174.69,f,713,26
3045,2019-10-17,51,IîRdUnádnh1NìfiyVMruíö5B0ìôûêàKWórTSaîíTqW3zûVkòYb,126,f,268,28
3046,2019-01-21,60,oseEûR7cg&bj7HïuöVwRPrápèö*örh$7ôvUG*Td2WARlcKNxOX,132.23,t,487,22
3047,2020-12-03,33,ôsI&xódeckûSá#QPëdhò@TGwèä4àöw%éjíKkGEgUeâí5ígë1wS,155.14,f,46,8
3048,2023-01-24,131,rdDôQ6bf^ai60ëtUUv9OqGoMï&ïqg#jFu$F&Sc1^*QkbJMw6Wà,112,t,178,13
3049,2020-01-16,41,K6Gaè&ClDMâIq674$úbnWöïy59vVbóHtxPs0HBo#ìì%Ké8Z6ûp,144,f,941,7
3050,2019-12-27,119,áúyûèpjâdDEet^ü7ö%âzêaàvì5dw6zCáky0*ûá9$fqGUCkcdai,170.05,f,991,26
3051,2023-04-06,119,úìizqXe@îofí&NOLU#z$bxvGMRDa0néBFûAIád%T^rUnkQ1O7^,171.01,t,497,30
3052,2022-12-30,74,a*dN2vb#ue2DqqûQrMómêkéò$rnc83ZqPZTòöxRUàhöFésJëíP,122.17,f,698,18
3053,2020-04-13,125,nefdláTé$äQïeiû#ïHxqë5püx^lkóLmHîhVfêó6mhï2xTlKUNí,66.81,t,985,27
3054,2020-11-01,44,iq^Oe1fî3YWyìwöfGfyoC^à2êNGâk9ôHYsjRU4Vûöâ8HIFNht5,152.34,t,873,13
3055,2019-06-19,92,üäûqlHö^HBUâf*BSúâ4Oa8YP%fuvs1búbKíántykJúX%imEho$,133,f,307,27
3056,2020-11-11,120,2sGBûMûäói#%éúfDnUbOZm0hTKLJR8w9öBtDKOAïDkôWCèVFôa,185,f,804,26
3057,2019-12-27,95,êAmqIltA#h4áá6DZ1SzXiJi1rFuQ5GQKûn$ILêvmUX7Aíbô#34,115.05,t,909,26
3058,2021-09-30,93,rwiHlVR3kC2m@LyyccGUëBú*ûzDzvk*#íFXíêb45Zîö$gNûHRe,140.36,f,516,24
3059,2023-04-02,118,wêpZuIgIîRdUnádnh1NìfiyVMruíö5B0ìôûêàKWórTSaglï%aK,73,t,595,13
3060,2022-05-04,100,óíovzlLèY^jnFiq^Oe1fî3YWyìwöfGfyoC^à2êNGâk9ôHYsjRU,148,t,849,17
3061,2022-07-09,87,tàúNNo3HjAhGàlèéWhc&n5*9Mäï7@JeRvFp0QûMulmksìâòCcX,81,f,734,14
3062,2023-04-13,116,èT1AB&Gamyíji9*E6émüS48â3#SMzFddHVïCàAä0ê0D9X$óGYó,101,f,737,7
3063,2020-01-16,43,kJ$5IèrK6Gaè&ClDMâIq674$úbnWöïy59vVbóHtxPs0HBo#ìì%,148.21,f,131,26
3064,2020-07-26,55,S0stqzülxIih8rwiHlVR3kC2m@LyyccGUëBú*ûzDzvk*#íFXíê,190.76,f,73,3
3065,2020-09-12,123,Qp8yM1X$NXRèuCPSó2têû^HûiàB@#8Ar3&â0zK9^0Z3òúE2UD4,150.67,t,282,3
3066,2021-01-30,144,ôûh9ìèsbfè8äEBnò2mëu#ihéé6EZ2S0Yj3jfûzuQ5HRKûnpJLê,191,t,923,8
3067,2020-03-17,102,ä^QGèézTpcäpBêrëmKBfjVkt7pâäëûc*KX3IHóûüá2L&oôíwîà,163,t,358,5
3068,2023-06-20,159,x$%@Cthuîfd5#*2îiäO04Wz6NávBwüCûì^j%ovXw&5TOhBïûXï,165.39,t,987,2
3069,2020-01-30,136,ìsMOûbìAâmEèêJr785%ocoXüöz6@wWcúIuyQt1IZp$qò^úí9d7,154,f,956,19
3070,2022-10-03,91,ûqp*GL%òtgZ#&í@BZT6MkkOîeJïHc7ó7K*ûCäNáäúj$UíàgD#ü,146,f,980,9
3071,2019-11-06,68,Nd0eê1WUwèuëdFexnB%ú0ZMFZi7êGWriPS2UôïZ7FGDMgr4òpn,68,t,754,21
3072,2021-06-04,149,RQ#oRk5NyL4#ìSNDóôwRnxq@&Ypr7H&d3Sh^4mXòûèüUIU0FEá,164,t,749,24
3073,2020-11-29,62,1@kw8TtsD27tSwéî^vN%xEW99nnRáhMaKf@O@6wKFöQóöìm&*à,99,f,870,1
3074,2021-11-29,100,saLDEBK1p2à@l%CH@à%dWO$ûN&VòKJ4hKcyFrEw3áKG%êWpJfp,163.22,f,903,23
3075,2022-07-16,167,Gsö8rbzAnnèè$Já7X5ôo9okü50W#MWQútuOQí1äCô%GòhúA9@7,197.58,t,872,1
3076,2022-07-09,79,4Vûöâ8HIFNht5ûqp*GL%òtgZ#&í@BZT6MkkOîeJïHc7ó7K*ûCä,56,t,634,6
3077,2021-09-23,165,elpbBeO4xd$wg4EsräStOúoîmóä%toe94âsRêUûüzTVèiüHítL,91,t,641,2
3078,2023-01-19,112,îc5Nâôü%4ìäITftbMEFCL2^Jì#@VDI#è^eaP%áO*WûLK55úezû,153,t,457,7
3079,2020-02-23,94,Ké8Z6ûpQp8yM1X$NXRèuCPSó2têû^HûiàB@#8Ar3&â0zK9^0Z3,147,f,255,29
3080,2021-01-12,110,b45Zîö$gNûHResaLDEBK1p2à@l%CH@à%dWO$ûN&VòKJ4hKcyFr,107.76,f,784,8
3081,2020-11-24,70,Lô**uuYìoThRmAVA%3RMfXäfütFGïaqNyámZàw@sûVWTîC7DjL,54,f,97,11
3082,2020-02-24,147,wú^Y7Bócû$452@lülUuäx38tTxéF&vN^yFX@@oà#éi6a4gnO#7,84.42,t,994,17
3083,2020-06-19,130,oiYbCCcr%ö5ë#ZxZöótà3cu4xAôjwy^ìô7#doESAiaböhêòf7à,99.84,t,394,26
3084,2020-07-26,54,0JüYû90íàDìbpïIXYVûy9Fl76QWêNk@xëLPeKSäúGô11ûüuânY,172,t,619,27
3085,2023-07-15,56,jqRq@zNIb%ìYSìvDûTú3uîá&éäjèCSTQYs4*f10LRWHe4ràFJö,109,t,787,23
3086,2023-07-23,172,cPâm0iTLMJS9EQüBAîKPBöElhWDìVGôbSR$$ël6èzú4SòSOEúû,54,f,900,25
3087,2019-11-22,85,&EJ$ìsfY@^é9AXR5LijMêcIäGb6í6I&ôAòLûûíh@TéóeC@ïbNY,191,f,601,20
3088,2021-12-18,167,ìëîzI$lâûtZíl2VöW*a$@äJòPWuWäáqlHü&1v&êgAw$úâ58b9B,139.54,t,411,20
3089,2020-03-17,47,òjGrYfSôp3lXOPMV$0%cEwHNSEbHoíZGäYJéeVU&sVo9R2P8&ë,102,t,485,6
3090,2022-10-19,105,j38Rhk0A8äwLa7xfQáéôìMANt&^YûúVsB5eTXmSâdvOèP9ì53ó,52,f,514,29
3091,2021-11-03,109,*qeqZza28%zY2ìLD1TC3Kî&&të*èn#g9lsU*$2QLe&ûeösxFëü,59.35,f,863,8
3092,2022-05-08,120,Náäúj$UíàgD#ücPâm0iTLMJS9EQüBAîKPBöElhWDìVGôbSR$$ë,130.21,t,133,18
3093,2019-05-28,152,öóQy^&$Dvjvûgf6%A3ôjëP15X08PéwCxaEëû*k^qxYxA6UPiDü,161,f,189,25
3094,2023-12-01,40,sîxLéLH^îXqógqk4QSil1Y9ëxàb8E3äéíáòNBOuX&ZáàWtZ6fï,176.26,f,822,10
3095,2020-05-17,30,òúE2UD4Lô**uuYìoThRmAVA%3RMfXäfütFGïaqNyámZàw@sûVW,56.91,t,930,19
3096,2020-01-11,115,Ew3áKG%êWpJfpj38Rhk0A8äwLa7xfQáéôìMANt&^YûúVsB5eTX,137.61,t,154,18
3097,2021-12-26,165,3OUZLiOvûéNcáQòlîêFzîv*Y9W&FdôYOüû7êx81EJúz2BSJn^ô,66,t,76,6
3098,2023-08-07,119,wLFö@úüìmsAèòk0rZg$ôqgóAPQNW%1%cyxIOTFb1píCGëBJíf&,79,t,364,20
3099,2019-08-12,177,úqüeà6òD*lè1kûs@ggûû5CY0RyWh2hdìytP4FPJîmnHJâuó$W6,122,t,362,17
3100,2019-09-12,62,tHfHâQbSlôcmfzLèegwULptáë3AzàîôâúJVípSRöêéRoV2yòTi,162,f,912,13
3101,2023-09-25,49,EMàûAYvvZòpUiSnBüBVKëNgYëgauGáöbrOFknâèy#táWXUôDPê,67.18,t,502,23
3102,2020-05-20,158,xänxr#XZps8á*d4ïi&L@còûìaUIV1ûFéìïô0é%meáudól3aüXA,58.26,f,861,26
3103,2022-07-23,116,lzhSKLIQ8CPïA*âJO*ëDjgVBàUEîaQP##ûj5àxó3RèRNCóîvòm,157.06,t,936,17
3104,2019-12-07,56,P^fvwt1YàcLíéouzkKàX%imEhp%7d1êê2*VxOvTeFeynCqM1CM,111,f,367,16
3105,2019-03-27,88,WRHìí0Uq1u^Cîsv#LCg7WlB8qêëïädXLY4JIúëaé3M*pûóxôèp,106.18,t,580,8
3106,2019-11-12,83,CéIPnPóYjeAè8un7Tü9o4îTx1ò2#I7öoomuRôäEâZgnrdDôQ6b,109.14,f,47,17
3107,2023-04-23,154,p6xûlAúvmûFUVSêB6Ci42NTYKh7uòIMbHPìkDâEyêurX8V^EcE,101.86,t,614,23
3108,2023-01-07,50,l6èzú4SòSOEúûxänxr#XZps8á*d4ïi&L@còûìaUIV1ûFéìïô0é,161,f,755,25
3109,2022-04-13,48,áZü2Kbâë@1úìFòcqöJZâXáz#Gm87SYôOl#yïMQfLTïèHá22éaw,65,t,174,15
3110,2020-09-12,47,YnïêewòìQ@ò6KúDíJQoûúZkfBì9C$PUa@%MôUyIû3TJ8üpqnvë,137.15,t,338,14
3111,2020-12-24,169,TîC7DjL3OUZLiOvûéNcáQòlîêFzîv*Y9W&FdôYOüû7êx81EJúz,144.76,t,199,16
3112,2020-05-31,30,mSâdvOèP9ì53óCéIPnPóYjeAè8un7Tü9o4îTx1ò2#I7öoomuRô,195,t,469,2
3113,2020-07-19,169,sI&xódeckûSá#QPëdhò@TGwèä4àöw%éjíKkGEgUeâí5ígë1wSk,97,f,54,5
3114,2021-01-23,60,V*sWomR3P8&ï*SHòó1VreïrDîtöoMDhkXlv9rîïöäeBMZ4KIàë,139.33,f,945,27
3115,2022-10-29,52,*éaî@2309jïjSsòv16sRváE%uM$wDV88mú9ûg4ü2elN95vJEï8,149.78,f,414,14
3116,2023-01-16,84,ìWasóóMMn1Gi&gEújúáUgb^m4^7Kûä68IcQuEnyOîKsklirèZè,173,f,405,14
3117,2020-08-07,165,kMLòVâMjPwsíOdéRûmôîGGhwAc@a*ôeûZPaä8gy92Fóà03CïKo,158.59,f,423,11
3118,2021-02-25,150,a%RëKûQXvbëérmIü*JCWêhADTàê5Pb@âQ&gwxu2dèdMóíovzlL,89.83,t,501,1
3119,2019-10-09,30,wp9VXoq6û^c3äg%K9aìòàüTHTzîDáèëêyá$kdôtcék2ööW&ü#Q,136.76,f,988,22
3120,2021-12-09,94,Gâj8EHXriQT3^ôïZ8z0x6gs4Qpo*y3pPsîY@rJ9uAS65jjNîdI,162,f,360,14
3121,2022-01-03,117,6ZcâDd*^üNïTâyâüúupLdC5yBûkDz*òû8$e%FTBjz0x5îûgPèà,174.5,t,166,2
3122,2022-12-27,129,f^ai60ëtUUv9OqGoMï&ïqg#jFu$F&Sc1^*QkbJMw6WàS0stqzü,170.33,f,291,21
3123,2022-10-03,134,XNöò6âwjcwIóydtRImqîr0^wícdbjGRû@POäbgì9SFvàû3úïvp,160.32,f,629,25
3124,2020-08-09,125,%meáudól3aüXAa%RëKûQXvbëérmIü*JCWêhADTàê5Pb@âQ&gwx,83,f,469,19
3125,2019-08-18,133,êpZuIgIîRdUnádnh1NìfiyVMruíö5B0ìôûêàKWórTSaîíTqW3z,184.45,t,23,20
3126,2020-05-23,80,ûëFêâhoseEûR7cg&bj7HïuöVwRPrápèö*örh$7ôvUG*Td2WARl,123.41,t,396,12
3127,2019-12-03,171,2BSJn^ôsI&xódeckûSá#QPëdhò@TGwèä4àöw%éjíKkGEgUeâí5,164.28,f,194,8
3128,2019-02-15,69,äEâZgnrdDôQ6bf^ai60ëtUUv9OqGoMï&ïqg#jFu$F&Sc1^*Qkb,109.02,t,441,9
3129,2023-07-18,38,J$5IèrK6Gaè&ClDMâIq674$úbnWöïy59vVbóHtxPs0HBo#ìì%K,108.05,t,812,19
3130,2023-03-18,53,bí3NAqáúyûèpjâdDEet^ü7ö%âzêaàvì5dw6zCáky0*ûá9$fqGU,158.62,f,820,29
3131,2019-06-17,69,íïèlq&úìizqXe@îofí&NOLU#z$bxvGMRDa0néBFûAIád%T^rUn,144,t,830,11
3132,2020-08-23,100,AaVdjoa*dN2vb#ue2DqqûQrMómêkéò$rnc83ZqPZTòöxRUàhöF,175,f,997,15
3133,2021-03-13,130,&itJXFnefdláTé$äQïeiû#ïHxqë5püx^lkóLmHîhVfêó6mhï2x,56.51,f,395,28
3134,2022-10-26,82,èY^jnFiq^Oe1fî3YWyìwöfGfyoC^à2êNGâk9ôHYsjRU4Vûöâ8H,135.26,f,947,12
3135,2020-05-10,108,ûIìOVuüäûqlHö^HBUâf*BSúâ4Oa8YP%fuvs1búbKíántykJúX%,182.44,f,597,13
3136,2023-08-11,137,ëGc6K72sGBûMûäói#%éúfDnUbOZm0hTKLJR8w9öBtDKOAïDkôW,124.29,t,737,14
3137,2023-06-20,57,ry2oOûêAmqIltA#h4áá6DZ1SzXiJi1rFuQ5GQKûn$ILêvmUX7A,83.59,f,736,16
3138,2021-12-17,39,lxIih8rwiHlVR3kC2m@LyyccGUëBú*ûzDzvk*#íFXíêb45Zîö$,61,t,221,9
3139,2019-05-20,63,áiJJjyDf$dBé4éfä0ï@j1#4Hàq35Eüà^BkvLZHphifoóam^ïëx,125,t,466,6
3140,2022-06-27,68,u2dèdMóíovzlLèY^jnFiq^Oe1fî3YWyìwöfGfyoC^à2êNGâk9g,130,t,775,5
3141,2022-04-29,100,ûVkòYbtàúNNo3HjAhGàlèéWhc&n5*9Mäï7@JeRvFp0QûMulmks,100.03,f,999,17
3142,2019-04-17,36,cKNxOXèT1AB&Gamyíji9*E6émüS48â3#SMzFddHVïCàAä0ê0D9,104.28,f,93,21
3143,2022-08-20,110,ígë1wSkJ$5IèrK6Gaè&ClDMâIq674$úbnWöïy59vVbóHtxPs0H,155.3,f,745,28
3144,2020-12-19,69,JMw6WàS0stqzülxIih8rwiHlVR3kC2m@LyyccGUëBú*ûzDzvk*,170,t,207,16
3145,2023-11-03,64,é8Z6ûpQp8yM1X$NXRèuCPSó2têû^HûiàB@#8Ar3&â0zK9^0Z3ò,145,t,152,9
3146,2023-07-26,52,Ckcdaiôûh9ìèsbfè8äEBnò2mëu#ihéé6EZ2S0Yj3jfûzuQ5HRK,89,f,280,8
3147,2019-05-21,66,kQ1O7^ä^QGèézTpcäpBêrëmKBfjVkt7pâäëûc*KX3IHóûüá2L&,107,t,558,6
3148,2023-02-18,57,ésJëíPx$%@Cthuîfd5#*2îiäO04Wz6NávBwüCûì^j%ovXw&5TO,51.87,t,448,27
3149,2020-08-14,75,TlKUNíìsMOûbìAâmEèêJr785%ocoXüöz6@wWcúIuyQt1IZp$qò,194,t,460,3
3150,2020-08-09,62,IFNht5ûqp*GL%òtgZ#&í@BZT6MkkOîeJïHc7ó7K*ûCäNáäúj$U,162,t,695,29
3151,2019-06-17,135,imEho$Nd0eê1WUwèuëdFexnB%ú0ZMFZi7êGWriPS2UôïZ7FGDM,71.17,f,662,29
3152,2022-08-21,60,CèVFôaRQ#oRk5NyL4#ìSNDóôwRnxq@&Ypr7H&d3Sh^4mXòûèüU,142.45,f,732,6
3153,2022-05-05,65,íbô#341@kw8TtsD27tSwéî^vN%xEW99nnRáhMaKf@O@6wKFöQó,85.52,t,230,6
3154,2019-02-02,43,gNûHResaLDEBK1p2à@l%CH@à%dWO$ûN&VòKJ4hKcyFrEw3áKG%,116.49,f,884,28
3155,2021-04-26,172,glï%aKGsö8rbzAnnèè$Já7X5ôo9okü50W#MWQútuOQí1äCô%Gò,110.16,f,244,8
3156,2019-08-16,142,áb*7ûïKüiwePûáîè5*Ms^%XôóUrA4dSWlRZcëNà88èg1íuá0Om,161.39,t,955,24
3157,2020-06-06,168,ìâòCcXelpbBeO4xd$wg4EsräStOúoîmóä%toe94âsRêUûüzTVè,62.22,f,688,3
3158,2022-02-19,104,X$óGYóîc5Nâôü%4ìäITftbMEFCL2^Jì#@VDI#è^eaP%áO*WûLK,176.31,t,325,28
3159,2023-04-25,33,Bo#ìì%Ké8Z6ûpQp8yM1X$NXRèuCPSó2têû^HûiàB@#8Ar3&â0z,80,f,674,4
3160,2022-09-23,119,#íFXíêb45Zîö$gNûHResaLDEBK1p2à@l%CH@à%dWO$ûN&VòKJ4,168.91,f,549,26
3161,2020-04-25,99,úE2UD4Lô**uuYìoThRmAVA%3RMfXäfütFGïaqNyámZàw@sûVWT,199,f,228,26
3162,2023-10-02,31,ûnpJLêwú^Y7Bócû$452@lülUuäx38tTxéF&vN^yFX@@oà#éi6a,101,f,828,22
3163,2019-02-12,149,oôíwîàoiYbCCcr%ö5ë#ZxZöótà3cu4xAôjwy^ìô7#doESAiabö,123.6,f,387,30
3164,2023-04-14,163,hBïûXï0JüYû90íàDìbpïIXYVûy9Fl76QWêNk@xëLPeKSäúGô11,141,t,105,12
3165,2021-06-14,179,UnkQ1O7^ä^QGèézTpcäpBêrëmKBfjVkt7pâäëûc*KX3IHóûüá2,53.54,f,759,22
3166,2019-12-10,34,íàgD#ücPâm0iTLMJS9EQüBAîKPBöElhWDìVGôbSR$$ël6èzú4S,81,f,631,6
3167,2022-11-08,94,gr4òpn&EJ$ìsfY@^é9AXR5LijMêcIäGb6í6I&ôAòLûûíh@Téóe,85,f,226,21
3168,2019-09-07,92,IU0FEáìëîzI$lâûtZíl2VöW*a$@äJòPWuWäáqlHü&1v&êgAw$ú,86.69,t,804,19
3169,2020-11-07,54,öìm&*àòjGrYfSôp3lXOPMV$0%cEwHNSEbHoíZGäYJéeVU&sVo9,157.04,t,570,27
3170,2019-01-06,143,êWpJfpj38Rhk0A8äwLa7xfQáéôìMANt&^YûúVsB5eTXmSâdvOè,81,t,222,14
3171,2020-07-12,145,húA9@7*qeqZza28%zY2ìLD1TC3Kî&&të*èn#g9lsU*$2QLe&ûe,67,f,229,15
3172,2023-07-24,54,OíXiZsàjtm6Söln3êSw0ìd@H6ïúàíëQîûwZYfóòYvî95aâpüôh,65.32,f,810,27
3173,2023-05-23,118,iüHítLöóQy^&$Dvjvûgf6%A3ôjëP15X08PéwCxaEëû*k^qxYxA,161.14,t,209,10
3174,2019-06-29,83,55úezûsîxLéLH^îXqógqk4QSil1Y9ëxàb8E3äéíáòNBOuX&Záà,97,f,851,28
3175,2021-04-19,54,K9^0Z3òúE2UD4Lô**uuYìoThRmAVA%3RMfXäfütFGïaqNyámZà,99.31,f,581,28
3176,2019-12-10,106,hKcyFrEw3áKG%êWpJfpj38Rhk0A8äwLa7xfQáéôìMANt&^YûúV,199.58,t,540,27
3177,2021-06-17,64,îC7DjL3OUZLiOvûéNcáQòlîêFzîv*Y9W&FdôYOüû7êx81EJúz2,77.45,f,904,10
3178,2020-10-12,122,4gnO#7wLFö@úüìmsAèòk0rZg$ôqgóAPQNW%1%cyxIOTFb1píCG,181,t,836,22
3179,2019-02-24,83,hêòf7àúqüeà6òD*lè1kûs@ggûû5CY0RyWh2hdìytP4FPJîmnHJ,135.69,f,47,22
3180,2019-11-20,97,ûüuânYtHfHâQbSlôcmfzLèegwULptáë3AzàîôâúJVípSRöêéRo,192.08,t,37,20
3181,2019-08-16,155,L&oôíwîàoiYbCCcr%ö5ë#ZxZöótà3cu4xAôjwy^ìô7#doESAia,105.35,f,67,30
3182,2021-04-19,106,òSOEúûxänxr#XZps8á*d4ïi&L@còûìaUIV1ûFéìïô0é%meáudó,55,f,967,2
3183,2019-09-21,52,C@ïbNYlzhSKLIQ8CPïA*âJO*ëDjgVBàUEîaQP##ûj5àxó3RèRN,180.35,t,946,29
3184,2022-01-19,129,â58b9BP^fvwt1YàcLíéouzkKàX%imEhp%7d1êê2*VxOvTeFeyn,142,t,99,8
3185,2020-07-30,40,R2P8&ëWRHìí0Uq1u^Cîsv#LCg7WlB8qêëïädXLY4JIúëaé3M*p,170.73,t,773,21
3186,2019-03-16,62,P9ì53óCéIPnPóYjeAè8un7Tü9o4îTx1ò2#I7öoomuRôäEâZgnr,159,f,160,6
3187,2021-01-10,105,ösxFëüp6xûlAúvmûFUVSêB6Ci42NTYKh7uòIMbHPìkDâEyêurX,175.59,t,752,3
