service_id,service_date,service_duration,service_comment,service_cashed_price,service_client_id_id,service_massage_id_id
2092,2021-06-17,127,%ZyxI7$yY1èíC0SB3Jê&^ssWèmRfPk&T&#1PKdVòdïrDFäöoLw,136,395,33
2093,2020-12-12,52,óxgèo6dcâDd*UüNïSZydüúupLcBLFZûkDGWòû8Se%ôTBjyzx5f,71,649,7
2094,2022-09-28,83,óä%tpe@4âsRêUûazTVèiüHóuLöóQz^&$Evjvûgf7%B4ôjïP15Y,89,418,6
2095,2020-04-25,120,oh1NPgiyW6ûvíö5C1ìûáîèL*LrU$XôóTqX4cäVlûYcuààO7è3I,104,343,50
2096,2019-11-27,151,è^eaP%áP*WûLK55úezûsîyLéMH^îXqóhrk4QSil1Z9ëxàb8F4ä,165,924,26
2097,2021-04-09,112,^$ïLäRYwYöísnJbA3xAôiCy^èî7@d#DRX5DECKep2ènm%DH@àq,51,60,8
2098,2023-10-08,62,úefdláTé$RQïdiû#UHxìë5èüw^íkóLlHFhVfêó6óhï2xTkK%6J,158,671,35
2099,2022-05-14,87,&ö#PûIìOVtüûûpkGï^HAUZf&BRóZ3Nü8YO%euvs0búbKéámtxj,175,25,38
2100,2021-11-29,78,rijgpúXà*üUbhmö&bL1ta9sd0BpoìPpLélZjáì@qlb61XoOYRè,60,779,35
2101,2021-10-18,95,ó^TSügkë%WJzûö7òbz*úmàNoJHjXhôà8àjü4zVnM&9LäuO9Jdû,50,654,40
2102,2022-07-18,64,9ò53óCéIPnPúYjeAì8uo8Uü@p5îTy1û2#I7öopmvRôäEâZhnsd,63,106,48
2103,2021-09-08,74,zM5$òTPEàûxSoyr#AZqs9I*e5Ui&5nZûäìbVJV1GFíòöû0J^mê,164,420,45
2104,2023-03-03,136,MléouzlLoY^6nF5q%O21fî2YüyìwöfG3yoC^à1âèûej9îábsjQ,61,397,10
2105,2022-08-10,87,xìë5èüxríkLLm0Fh&fDmNm5vJxT8KUNíq*MOûzqXê@Eèfí&785,71,155,21
2106,2022-07-19,48,óìEòcqöJZâXáz#Gm87RYîOl#yïMQfLTïèHû22éawêoZuIgIêRc,143,995,9
2107,2019-01-08,59,REuúò2óët#ûháIiEBdScXû3áeûzuQhG@3GúpI4Döú%*jBKYGo3,93,192,26
2108,2021-09-15,56,ìtIï3ucNîôâúJ^Kq$@VêéSp&2bQUjPXasLóM6ú2zá*ôFMkMáVg,116,263,49
2109,2019-07-19,157,4ë5^L@brspxUéöHôîjqugGéT9eiAdl93üwXXy$RtKrPaBauj^m,79,390,14
2110,2022-10-02,163,QYbäMú67àf0átûzMlNéWhYrúisl5Rïkm2âRvyèc9G5ëóúéûPâò,139,895,31
2111,2023-09-30,136,dIQûmFîGzôvtY9W&FdGZOaä8îykeyKú0fvSKorûs2*xúefclHT,171,728,7
2112,2019-04-18,73,turzaóaJáûmsxiIóV#gkCfn#MbzdZ0VTvútäcDcwlA#ízYKEYh,65,334,1
2113,2020-06-15,83,Sûëyêâiàäêxû#7côsbáj1ïïVVw@PrI%èw*wsh%7ôCUûXï02WYû,73,446,23
2114,2020-10-31,69,b1^*PkbIMv6WàS0stqyükxIih8rwhHlUR3jB2m@LyyccFUëBó*,58,631,7
2115,2019-04-07,63,jsPâòCYWekpbBêO4üd$ög3xûrSSs7LoEmKä%äoe9gCr@D%Qüz$,198,767,40
2116,2019-01-25,176,3Lcêï#2àòGûdrüKâêYé0$Hn98TZûPm$zöNRgMUöìIé33íbxîqâ,90,888,5
2117,2022-02-19,71,fx70Dímz1Bäé#^hrHVDldebkûëi@òìtchò9ëGCoä4nïv%jjíí8,89,434,23
2118,2023-10-24,159,MqZW8oG7r&Q32hhKZbGòEü4H40pE&èJîìáf8@ûécAkSüLWjxfQ,186,419,39
2119,2020-04-20,56,t&^ZáàWsB6eTXnSâeöPì99òi3ówé2PoQúYkêuìkvo8Uümp5ôUy,125,744,32
2120,2023-01-05,171,gShq4mXìòèü%HU0FEáìëîzI$lâûtZílfVö**üo@ä2ò8WuWäáqí,107,337,39
2121,2021-06-13,80,é#U4&áüê912z7iëiRrìt05qQuôC$sK#vCT76lí8ôe3ï1dkL84t,132,191,38
2122,2019-12-12,69,gCr9C%Qüa#^NhVzJt4UíPypqnwëûïGfêiotfFiS80h*zk7Iwvü,168,205,9
2123,2022-08-12,34,$àê58bmCQ&göüëeZàd5óíoïcí4èA^júyiìq7edîî2AWyOwUfzf,64,772,8
2124,2020-10-27,122,jFu%G*Tc2&AQlcJNw7XèT1turzalyJji9sxiImVS4kC3n#Mzyd,64,765,24
2125,2023-12-06,134,JlCjHìnìóXjeAp7A#Oïö9$LfTxHr1RáNvnoluûîûDdYgmrdCgQ,150,820,39
2126,2020-12-26,74,4íIúëaé3à*pióxhèp6dcâDe*UüNïTâyeüúupLdCMFZákEGWòû9,85,133,40
2127,2020-06-16,31,ükAO%eëïûdXúb3éámäaé2ú*$híxgào6ccââ1&UwNuSdydüóupL,80,679,36
2128,2023-04-09,157,^LNôypWZ9Dàeé^674$ny#WwvF5@vVzóáAxP*0HY$#qqTójPcNi,173,354,49
2129,2021-04-18,164,1XpOYRèïwQSófëEûrIäáNv#$9Asgsêdc4@&0âgòMy2Ux5Mût*v,192,108,26
2130,2020-01-18,36,07óOK*áZsNjtm6$Uln3D#ü0Pd@0iUúàíëQEQwBAîóòZvE9hWâq,145,829,23
2131,2020-06-07,45,ë1wS7ISMéprKNôxè&Z9Dàeá^564$manWwïy49vVyóH*xP*0GY$,76,508,45
2132,2020-12-08,174,4RìSNDóôwûnxq@WYpr7á&d3ëh^L@bòûèüUIU0ôEáìëîzé$leût,140,327,31
2133,2021-11-01,143,gíwfún5bbZBc^TïMäRYxcöítoKbAKEYôiCFVìô7Rd#êSAixyv4,157,49,36
2134,2023-03-09,131,RRPX^3&e0zJQUGd3qúEIïDLúg*WAuYqoT4R@AöATJûú2XtfösF,147,593,46
2135,2023-06-07,117,0@4Gàè24EöMqAkuKYGogheníVí%ëRüfkë$üJzrö7qay*mmàNnI,72,662,29
2136,2020-03-16,153,9h0@3Gúè14DöLp*juKYGoghemíVí%ëRöfjä$üIyrï6qay&mlúM,97,208,17
2137,2021-01-14,166,0VTvútäcDcwl*#ízYKEYh6âFVpgOR1SêäX5EFCKeq2ènm^DI@à,171,380,25
2138,2020-07-11,127,û5âY0ûyahIh1qE*ì4ôPJôm#áKâulTW6Xéaî@JKHQjv7ësrCIN&,90,340,50
2139,2021-09-05,150,ïUuQèqûoàï&vqg#6îtSôWëb1UXòkbIúvNaàS0**^Fwkxéih8&C,144,822,43
2140,2023-03-27,160,ó8ûf4ö2elM94uIDë7íïàkp&óèhypWd9êoeé^NOLT#z#awvFMQC,119,293,21
2141,2022-11-21,97,Ué$SQöejä#UIyòï6ìüx&ólúMmHFhWfêó7úiö3yUlK^7KòsM8Hc,152,979,12
2142,2020-09-18,116,DnFOîKs785^ècpYaü06#xXdàJvzRu2IDq%ûû^Mó@â8érSr@0O2,120,458,2
2143,2023-07-26,113,àFóKRqäèâmhDû@D^RWb$&OáW0Kë4UL@bqroxïáöGôêjpugGéT9,127,764,43
2144,2020-08-16,157,yZFA7VQjDükdx2Lbeu#2úqFû1rüKZâYéG#Hn98SZôPm$zöNRgM,159,9,41
2145,2021-12-30,82,áEquMpxE&l8úú@Hô5W3êmNm6vKyU9KUOór*MPázqYê#Fèfí&78,85,547,38
2146,2019-03-05,134,O04Wz7NávBwüCäò&j%pwXw&5TOhBïûXï0JüYû90íèDìbpïIYYW,146,52,31
2147,2020-10-10,177,Nòâ*lpHks&Qg3hû4âY0ûyahIh0qE*ì3ôPIîl#ûJZulSW5Xéaî@,173,496,28
2148,2021-06-18,87,óët#ûháIiEBeScYá3áeûzuQhG@3GúpI4Döú%AjBKYGo342@íöl,190,487,2
2149,2022-07-16,97,z2ä3%K9apqnwTûïFîâiotfFáS8dh*cj71övVWw#PrIqOöAüsi%,197,440,1
2150,2019-03-09,178,RáídB9ëüMXkygRJKHP7BOë*^ZIM&äCifUAúTDêöPO9@òi3úwí2,172,549,49
2151,2023-08-09,108,àzáìq8êeîFfA&aPöUê0îbàwrNeD70DélF1Aäé@%g&HVDl01y7û,87,358,29
2152,2023-02-10,72,vRPrápèö*örh$7ôvUG*Tc2VARlcJNwOXèT1AB&Gamyíji9*D6é,63,190,10
2153,2023-05-06,134,iFQô8OMûafè7REuúò2óätnûhHIixBd#cAû3áeûzë9h0@3Gúo24,109,859,27
2154,2021-04-01,31,äûqkGw^HAUdf*BSmZ4Ox8YìU2uvs1búbKkántykJnX$5lE4o$N,138,592,9
2155,2020-02-12,127,íäQEQwBAêóìYvE8hWâpVôhyRûT$ë86èFúLSqSìêmhDä#xr#Xc%,142,576,49
2156,2020-07-12,141,iéIjEâeScYá3jfû0vRiHRKûàpJLîöà^YkBóZGp452#lülUïäx3,195,155,19
2157,2019-04-06,88,4ízxî^êCJiKôTeü$é2pi2Oò4jzXOsvóx6D2òijgpMXà*VTbhmö,76,934,39
2158,2019-03-06,121,cBêP4üd%ög4FäsëStOMoômóä^ëpe@5êsRE^RazT&OjaHKuLVúR,133,940,47
2159,2020-04-02,123,úsBOQé1sZô$GòhúA9@7&q1^ZzyI8%yY2èóD0SC3Kî&&ttWènSf,128,697,12
2160,2023-06-13,143,wxu3ZèdMúípv0mLèZ^jnGjq^8f2îî3BWyPwVfHgzoDrN2EOHêk,117,386,2
2161,2020-02-13,153,ì7yáóBúünûGVWTîv7Ci53OUZLh7vûJNcIPòíEêyzîïsX9ü^î0î,116,94,19
2162,2019-05-01,164,47Gbì*CmxNêIrijhpúbn*üïzimö&bLIua9td1Bpoìò%Lé8Z6áp,178,344,10
2163,2019-09-15,136,15X08OIwCaaDSò*é^ìxYx*6U8ûCVáYö1KXZä@1óìEPcqöJBC*H,96,48,39
2164,2021-08-22,41,öòôojFu%G*Tce^AQlY2Mw7XèT1ttrzaóaJjûlswiImV#4kC3n#,177,642,44
2165,2023-03-18,134,G@jYîrXáicTë%^ïm7ì0è6TsUòôoáyëpzs$Yert9íY25öj*N$dä,185,177,28
2166,2019-03-04,112,44iû5âc0ûyahI51qF*ì4ôòégm#áíeulTa6Xkaî#JKHQ7v7ësrC,56,550,29
2167,2020-03-28,170,rEZFA7VQjêükdxJLbeuS2úqôû1&xóââYéG#HnQ8SZôPmSzöèRg,59,432,25
2168,2022-03-04,116,$xXdèJvzSu2Jêr^sû&àó@e8krSs#0PKd^òZTòwEäUà4wôé*íïk,182,59,47
2169,2019-03-25,102,TeWpífpj3Pûhk0XOtwúü6D2òáéôìMYàsVUcûúVsY51ëXmäZdvè,107,803,1
2170,2019-09-17,159,3BC*Ibnzókj#AF8ínbT59î4$TN1HeeIXöDèBï1ô2E@Z%úHZàôd,174,866,35
2171,2019-03-14,71,*Lû^$XFK%ò*gcR&íQBYëNM77èg1éuû0NóOJ*ûZsàjtm6SUkn3ê,110,630,21
2172,2023-02-01,158,%JMîwoVY8Cúcû%453#lx9VvtE38uUxíô&wO&zFX#@ooSíiNbLh,186,901,6
2173,2023-03-16,114,VôEPîkNLòWâMjQwtóOdíRämôîGHhwAd@b*ûeûZPaä8gz92Fóà1,73,937,6
2174,2023-05-04,100,^upf@5ê*RîVäy0TWì7aHóBMünûG^&%Evjwá5g7^B4û7ïQJ6YI9,62,998,22
2175,2021-02-03,68,1HZ%$qò%úk9d7jqR^9zNIb$ècäpuDòëm3uêi^étjèCRSQY&3*f,88,853,17
2176,2022-12-14,80,P32gô3ZazòxügH4zpD&è2îìáfk@ôéctkRö4Wjüê9IIGO6u6ärq,52,584,22
2177,2021-04-10,39,^^öm8ò1è6UäUQFèézïpzt%Zâru@íBf6ük*N$däëòcWKX3áGóûü,100,199,42
2178,2020-09-13,100,6@wWcúIuyQt1IZp$qò%úí9d7jqRq9zNIb%ìYRèuDòSó3uêá^éä,130,275,9
2179,2021-12-10,64,úéäPêòvYXeíìYuê84üZpöîgyûûSSt7MoFmKäqäèâmhDs@D^Rab,156,799,10
2180,2019-09-16,79,è5xûíAóömòFUVSêu6Bh42NTYKg6uòIMbHOìéDâxyêërWkUqDcE,180,762,14
2181,2019-05-14,177,é@üSL8âK#SúGF0dHüuCnAt0êHC9XSlGcmfz5Negw%4ìsHë3tbM,157,32,28
2182,2021-05-27,108,cQuEozPîKtklirèZìBaWdjoaAdN3vc#uf2DrqûRrNónêlíû$sn,50,872,41
2183,2019-06-03,116,mLVOóûtNPácòBîoFìîKs896^pdpYaü17$xXdàJvzRu2Jêq^sû&,85,648,38
2184,2023-07-31,144,LDEBJ1$Ià@9TCG9ú%cüO#ôN^VìJI44ícxôqêwKûKG$âVoéfpi2,70,525,47
2185,2021-03-06,115,#â^àIâèûe7Pîáb*7ûïKViwePHHFN5*Mû^$XGK%òAgdS&íRBZëN,115,638,49
2186,2022-02-11,59,#9ûJìOVuWäûqlHö^1u^âf*v#úâ47a9BP^fuvs1YúcLíántykKà,109,204,27
2187,2021-05-31,38,ï#fMòGRdrüLCDAJ0o1à9l$BG9ú$cVN#ôM^UìJI3gJcxFqDw3ûK,134,21,30
2188,2019-04-18,87,&úèhFpXdQêo2kVNOLT#z#aDvGMRCüGmáYEòXHádTS^qUm8P0N6,162,770,23
2189,2019-03-03,127,%%ïm7ì0à6TûUPFàáyëozs$Yâqt9íAe5öj*N$dûäòbVJW2áGíûö,136,946,36
2190,2021-03-01,118,vàû3úëuoáiIJjyCe$dBá4éfä0ï@i1#4Hàp35Eüà^AkvLZHphif,121,403,10
2191,2019-05-09,163,tIDë7éëàjp^óàhypWd9âneá^MNKT@y@üwuFLQCöymáAEò*Gûc$,152,809,12
2192,2020-01-26,102,WC&4SNgBïhau0Iübr8zíoDèyoëHXYVôE9Ek65QWêMj9wäKOdJR,132,820,1
2193,2020-04-17,133,jPwäíOdíRûmôîG0ôwAZ@X*GeûZPaä8îz92FKà03CTKo&ûtJ*yú,71,861,39
2194,2023-04-28,132,QêûwZXfóìYvî85aâpüôhyäûSTt8MpFnLäqëèêmhDs#E^Rac%&O,184,583,35
2195,2023-05-13,91,vïBòè%i#nuWv^3SNgAëôWëzHöXò8zéúCàaoëHWXUôx8Ej64PVâ,112,333,23
2196,2023-09-13,159,ä4K6iMecHsFy5é5I^ôXqLhòíh@SjóeB9ïaNbkygRíóáû7COu*&,168,27,42
2197,2020-11-25,93,íáòNBOu*&ZéàWtC6fUYnTêfwPìQ@ò64úDíJQoQúZkfBò9vo8Ua,134,207,10
2198,2019-08-31,157,î6Q0#âûW5wxu3dèeNmípv0mMpZ&7oG6r^P32gô3ZazòxügH4zp,53,677,42
2199,2023-02-13,38,0mLèZ^jnGiq^Pf2gî3YWyìwöfHgzoD&è2êOHêk9ôIYtkRU4Váü,127,337,25
2200,2022-10-03,55,àqeX9%á8&WQ4KhiLâbGûEa4é5H%î*ìKôòég9RûídB9ëüMXkygR,165,956,14
2201,2019-07-18,57,éíûòNZèuWVdáàWtZ62ïYnëêewòìQQr6KmDkIòoûúZkfBq8B$Pö,105,817,31
2202,2020-12-10,45,0ôEéìïîzé%leûudíl3üüX*a$RäJòPWuaëármIü&IBVêgACTúê5,51,100,27
2203,2021-03-02,41,ìzQdòV3CDAI0o0úlk#BG8óobU6@î5%Uè1H3fJbüEpCv2ô2F#ZU,87,191,7
2204,2021-01-14,124,3ôjëP15X08PJwCaaESû*í^ìxYxA6U9áDVáZü2KXâë@1úìFQcqö,89,535,6
2205,2020-04-21,59,íZâXéGSûmPOäYôOlSzvàQfúTïpááJJkyDf$dBégéîRdö#j1#4H,58,1000,1
2206,2021-09-30,140,@KBf6VkA7pâäëòcWKX3IHóûüá2L&oôíwîàn5YbZCc&$öMëSZxZ,71,1000,11
2207,2023-09-09,154,E#ZUnHeàôd6Pfûa&6òïJöhvdOûáîà4*Lr%$WôíTq*3cRVkQYcë,194,96,11
2208,2023-05-06,147,@%g^GUCk01y6ôähQìèsz4pPäîBnrJmuB$i5éé7Eâ2T0YjKj3sG,103,631,8
2209,2019-03-10,161,BûMáäói#UíúfD#öcOZm0iTLMJS9EQöBAêKPAïElhWCìVFôbRR$,153,141,12
2210,2022-09-22,118,ûQrMKmêkéò$ûnc83ZqPC$PöxR%MhöFIsJTíPx$%@Cëhuîfd5#*,58,128,13
2211,2020-01-02,52,If5sèGKüFNèáCZwwâûqVjToCaCWLïOhZïhbvHéücsPGloêìz$u,134,319,12
2212,2021-05-16,105,Uâf*BRóZ4Oa8YO%euvs0búbKéántyjJúW$hlDgo$Nc0eâ1WUwà,133,10,35
2213,2019-09-24,32,Bu1î1D@YTmHdúîc5Oeôa^5ìëIïgucNôûêú3&Kq$#VîéSp&2bQU,185,829,42
2214,2021-08-02,174,yíji@*E6émüS48â3#SM0GddHVïCàAä0ê0D9Y$óGYóîc5Nâôü%4,97,848,31
2215,2022-04-08,96,qtáë3AzàîôâúJVípSRöêéSoV2yòTjìWasóóMMn1Gi*gEúkúáUg,191,646,39
2216,2023-05-22,44,lwMZHqhigoóWú&öTaglï^aK0sü8sczAonèOoKákYiûè9pka50W,52,972,38
2217,2023-05-05,54,#àaûotBìäl2tâh%ûriàBQROX^2&d0yJPUGd3qúEIïDLóg*WAuX,182,737,25
2218,2020-10-10,114,üYû8zíàDèaoëHXYVûx9Ek65QWêMj9wäKOdJRäúGô00ûöuZnXsG,72,529,43
2219,2021-09-17,142,2ûdòyë8hz92Fóo13Dïó%*itJXFnfgdméök$äûvejä#öIEqë6pü,86,635,2
2220,2022-03-20,87,#epESAiaböhêPî8àLòüeà7òDtlì1käs@hgûHhDYdRbXû2idòyt,99,65,31
2221,2023-07-02,100,ò4ôòígm#áíeumTa6Xkbî#JKHQ7v7ëtrCIN*ävjî^Bà%Dêü9P@n,183,536,30
2222,2021-06-21,103,mXsGeGZPaSlôblfyLàdfwTKpsáä2*yúêîZóIUéoRQöâáRnU1xì,118,623,38
2223,2019-08-31,132,ë5püx&lkúú9Hô5V3êm6miï3xT8KUNíqsMOûzìAê@Eèfí&785^o,151,262,20
2224,2020-02-03,98,LáLH%îXqógqj3QRik1Y9ëxúa7E3ûéíûòNBNtW^ZáàWsZ6eïXnë,182,897,11
2225,2023-11-30,113,e2CqpûQrMímâkéò#rnc72YqPZSìöxRTúgïFésJëéOw$%@Bthtî,119,799,46
2226,2021-05-31,147,eHFíPUGdJqmêIïâLógXWAAbq#ë4û@XöYTJûú2as3w*îûux%èEi,133,490,30
2227,2020-06-07,108,Q0@âûW4wxu3dèeMmípv0mLpZ&7oG6q^P22gô3YayòxöfH3zpD&,193,712,45
2228,2023-07-26,62,GhvAc9a&ô1ôcìxä8gy81Eón02Cëí$&hsIWEmefcláïj#ûòudiû,189,422,11
2229,2023-03-19,151,Rvûê%tL$wDU87mmPûfLöJe9M95uIDëOíïàk%&úèhFpXeQêo2kV,104,766,29
2230,2021-10-27,104,óz2BäJn^hrHVDldebkûSá@òOëchò9ëGwoä4nïv%jjíKkFêfUeZ,50,474,11
2231,2023-08-27,42,kL84tICä7éëújp^óàgxoWd9ândá^MNKT@y@üvuFLQCöymû*Dò&,116,296,17
2232,2022-07-10,156,@MCíîvPlöèl^XnìiG^beRgp3lWèìúö$GTzEDûàäêyH#kZôsYéj,105,668,24
2233,2022-08-24,158,1övVWw#PsIqOüAüsi%kGv^HAUd3*Zä91óèEPcqïJAB*Hy@Fó86,193,251,11
2234,2020-01-04,107,üEìCö2G3yoC^àIêèûe79îáb*jQïKViwePHIFN5t5û^p*GK%òAg,79,679,2
2235,2020-06-11,61,däWlûYcuààO8è3IéBáGNmèíXid*à6*@NSö8#KêSwGì1RH6ïmnk,71,829,13
2236,2020-05-28,167,û3F#âVoIeèûe7Pgáb*7ûïKüiwePûáîè5*Ms^$XôóUrA4dSWlRZ,97,975,34
2237,2019-08-20,163,0uèoOOp4IkBiGè9ìla6d*o6*@Nëv8#KeëDGq1RûMvmnltòfrDd,137,450,7
2238,2019-10-28,92,%òAgZS&íRBZëNM7kOg1JuH07óOJ*ûZsNjtm6$Uln3D#üzPd@0i,181,776,2
2239,2023-03-09,160,ïmnktòêûDZYflqcCîP5ae%üh4FäsëTtPMpônúë^ëpf@5êsRE^R,186,962,50
2240,2020-05-09,88,íGswOrzGXn@oè$íá7b5hoPo7xLGü#àWQútBìQí1sâô%ûòhúAQR,126,218,47
2241,2019-06-07,169,èa^IV1GFéìïô0J%mêáuâólgWüAAap#ë3û9XvXëéró1üs2v&êhu,167,363,22
2242,2020-04-11,139,WZämdKèxPcìU2BC*Hznzókj@AE7ínaT59ê4$Tà0G1eIaöDoBu1,163,758,17
2243,2019-05-06,129,gIêRcï@û0ng0Mì2hxVMqtév4B0èghenKVó^TSüfkë%WJzûö7òb,153,933,48
2244,2023-08-18,112,%o*FK$ì*fYR^éQAYëMM7jNf1ItGz6íNJ&ûZrMisl5#Tkm3C@öz,108,978,11
2245,2020-07-27,152,è0QG5ëmnksòêòCYXelpbBêO4üd$ög4EûräStOMoîmóä%äoe94â,109,295,50
2246,2023-11-22,156,ecHtFy5í6I^ôYrLhûíh@SjóeC@ïaNblzhSíóáû7COuA&âéèXtC,110,432,22
2247,2019-12-21,146,N3öc#ïf3xòqRRs6LnElJû$ûod9gCr9C%Qüy#^NhöGJt4TíPxpq,93,696,29
2248,2021-08-03,170,E2UE5LôA*uvYòoThRnAVB%3RMfXëgütFHïaqOyámZàx#tûWXUî,172,746,10
2249,2022-02-27,50,âOê7úKìödú6ìCskè0jûr9gfôGgCXbQaVî1gcìxsOfEOIîínGJZ,135,358,45
2250,2023-05-14,127,ejä$VIyòï6ìax&ólúMmIFiWgîú7úiö3yUlK^7KòtM8HcòAEnFO,131,162,49
2251,2019-06-14,158,gó*OPMVp0$bywHNSEa0oíCGäBIéâ^UrsVàlQePk^ë&RHìJcUòd,82,851,7
2252,2020-11-18,156,î^vN%xEW99nnRáhMaKf@O@6vKFöQóöìm&*àòjGrYfSîp3lWOPM,137,29,39
2253,2021-04-16,55,aVJV1ûFéòïô0í%mfáueóm3aüYAb%RëKûQXvbïérmIa*JCWîhBD,125,643,19
2254,2021-11-05,170,EoFOîKs896^èdpYaü17$xXdàJvzRu2JDq%ûû&Mó@ê8érSr#0P3,161,687,47
2255,2019-08-30,155,cUòdëqCîäïnLCgkWíu8qêTURâAMYgJIúSXIfMtpûKaôNèjZZDD,55,784,28
2256,2023-01-26,172,$J8üèìúöSûëyêâhàäâxû#7cîsbáj1ïïVVw@PrHpNösöûôpkGv%,83,771,11
2257,2023-06-28,54,hbvHIücsP0íoêìz$uéXYVûE9FlN6QWêNkQxëóPeíSänûôH1ûxB,150,517,23
2258,2020-07-08,69,Ac9a&ô1ôcìxû7fy81îl@GJZulSV5*éaî@2208ju7SsqB15rRvû,179,405,45
2259,2022-05-24,179,eTAúSCâöOO99òh3ówé1PàPLBéêuìkuo8UVmp5î%a1ûf$I7üàèó,100,904,22
2260,2021-08-10,71,8HbìADnENêJr785%àcoXüö06#wWcúIuyQt1ICp%òò^Lí9â7áqR,194,914,11
2261,2021-05-15,173,^QGèIbUìcäpBêûëmKBfjVét7pâSTQZ*LXfIHóRWIeLsoôJüîMà,191,202,20
2262,2022-10-03,55,G5@wWzúáAyQ*0HZ$$qqUókPdNi%R%9zNIbTèbäpBDòëmJuêiVé,124,920,20
2263,2020-11-23,147,*N$däëòcWKW2áGóûüá1ó&ngéwfún5bbZBc^TïMäRYxcöítoKbA,126,4,12
2264,2023-11-17,100,^fuvs1búcLíéntykKàX%imEhp$Nd0eê1XVxèvïeFexnB%ú0âMF,164,729,29
2265,2019-08-17,101,d6Ofûa&6òëJïhvdOôûêà4&Lq%#WîíTq*3cRVkQXbäMú67àf0át,190,981,49
2266,2020-08-17,78,rYî#Fìgó*896&p1%YyxH7$xX1èíCzSB2Jê^^ssWàmRePk&T&#0,137,213,20
2267,2023-03-08,70,ìí0ör1u^âîtv#úCh7alBP^fïöädYMY4íIúëbé3à*pióxhèp7dc,150,936,49
2268,2021-08-03,88,J8üpqnvëûëFêâioteEûR7cg&bj7IïvüVwRPrápèö*ösh%7ôvUG,103,39,1
2269,2022-01-19,131,Xï0JaYä90óèDìbpïIYZWûy@Fl76QXêNk@xëLPeKSëàGô11áüvâ,147,351,15
2270,2022-11-18,67,rïìîniEt$F&Sbd^*PkX2Lv6WàS0stqyüíüIiôkrwhHlU@3jB2m,194,167,1
2271,2021-10-12,87,QóFEzcFötBm*szâGB8WRkEaley3Mcfv$3àrGä2saLêêZíI%Io@,77,709,2
2272,2022-04-11,131,Jûú2Xt3w*Fûvx%NEj9ZnD@sôüaïfâOâ6LKìödó5OBréàzáòr9ê,146,660,33
2273,2019-08-14,158,2gô3ZXzòxügHgzpD&è2îOHêk@ôIYtkRV4Wáüê9IJGOiu6ärqAH,185,424,28
2274,2020-11-30,120,îíTqW3cûVkòYbtàúN7à3HéAûGNlèéWhc&ú5*9MRï7@JâRvFè0Q,87,387,5
2275,2021-07-21,152,ôLt9@7*qeqZba28%yYeìKw0Sv3Kîs&tä*èú#f9lsTs$1QLe&ûâ,81,469,7
2276,2022-07-06,63,èyú4SìSODóôwûnxq@WYpr7á&d4ëh^L@bòûèaUIU0ôEéìïîzé$l,85,183,50
2277,2022-06-08,113,2iA1l9JxwaXyTûtíròaBytj^9áxWéZüf4YâëneMìyQdòV3CDAI,175,231,23
2278,2019-02-28,76,áW0Kë4UL@bqroxïáïGôêjpugFáT9eiAdk8JüwaXxSQsírìüBat,65,640,20
2279,2021-10-15,104,6VPiDüáZü2Kbâë@1úìFòcqöKZâXéz#Gm87SYôOl#zïMQgLTïèI,111,905,21
2280,2020-10-21,45,Tmûdng0MèehxVMqtéï4B0èôôêúKVóqTRüîéSpW2zûUjòXbsúóM,50,45,40
2281,2023-09-20,88,à#Iû6X4în8njü4zV@LVPústNQé0ûBî$GògóA896&pdqZya17$y,119,824,37
2282,2019-10-28,129,OVtüûûpkGö^HAUâf*BRóZ4Na8YO%euvs0búbKéámtyjJúW$hlD,60,746,42
2283,2020-08-04,113,4$Sà0G1eHaïDoBu1î1D@YTmGcúîc5Oeôü^5ìëIïgucNôôêú3&K,51,301,47
2284,2020-02-29,108,sú2at3w*îivx%èî6@cnDR*hüaïfâèe6úópödó5ìB&kàzjòr9ff,165,806,10
2285,2022-04-28,105,ghKZaFòDü3H4zpD&èJîìáf8@ôécAkRöLWjxfQIJGO6u6ä&qAHL,175,648,8
2286,2019-05-11,30,ìHLaGOìjCZDxêtrW7U%DbDWMïì5âwibvIíyctQHmpêqz%vécda,153,26,35
2287,2021-12-26,150,6ôûhQìèsy3pPäîBnrJmuA#i5éé6EZ2S0YjKj2sGuQ5HRKûn%JL,56,634,49
2288,2022-08-31,178,ê4$TN0GeeIWöDàBë1î1D@Y%úHZúîc6Oêôa^5òëJTgucNFGDM3&,74,162,6
2289,2019-03-17,159,óqTSüîíSpW2zûUjòXbsúóNNn2Gj*hFàkàéVgb^m5&8Lûë79IdQ,151,475,49
2290,2023-05-11,136,qXâ@êèeé&NOLUnz#axvGMRDüznáAEû*HáZ%TqqUúkPdNj%ä^QF,101,86,43
2291,2023-10-21,147,oézïpzt%Zeru@íY36üj*N$däëòcWóa2áûmûüá2ó&#gíwfún5bb,114,862,12
2292,2021-03-25,53,&1êhûNz3Vy6NûuAwöCûì^i$ovWv&4SNgBïôXï0IüYû8zíàDèao,141,595,41
2293,2020-07-08,33,1ûüuZnXtGêHC9XSlôcmfzLNdgwU4èsáë3AzàîôâóJ^JpS@UêáR,178,184,1
2294,2021-02-25,139,$öIyqï6pax&mlúMmIôiWgêú7niö3yUlKUOóòtMPácòAênFìîKs,200,987,11
2295,2023-12-23,51,5VúRzrspyökwHhg7qvhGkUQ2iB1l9KxxbbFTäAó&òyCyuj&@éE,82,854,30
